dataset,metric,baseline_method,baseline_detector_family,baseline_model_version,baseline_yolo_version,baseline_model_scale,baseline_param_size_group,baseline_size_group,candidate_method,candidate_detector_family,candidate_model_version,candidate_yolo_version,candidate_model_scale,candidate_param_size_group,candidate_size_group,paired_seeds,seed_count,analysis_level,baseline_mean,candidate_mean,delta_candidate_minus_baseline,paired_t_statistic,paired_t_pvalue,wilcoxon_statistic,wilcoxon_pvalue
VisDrone2019-DET,best_recall,YOLOv12m,YOLO,v12,v12,medium,medium,medium,YOLOv26n,YOLO,v26,v26,nano,nano,nano,"42,123,2026",3,preliminary,0.56939,0.4625033333333333,-0.10688666666666664,-40.28382423160904,0.0006156549956153994,0.0,0.25
VisDrone2019-DET,best_recall,YOLOv12m,YOLO,v12,v12,medium,medium,medium,YOLOv26s,YOLO,v26,v26,small,small,small,"42,123,2026",3,preliminary,0.56939,0.5120166666666667,-0.05737333333333331,-26.352413886622404,0.0014368861588242062,0.0,0.25
VisDrone2019-DET,best_recall,YOLOv12m,YOLO,v12,v12,medium,medium,medium,YOLOv5su,YOLO,v5,v5,small,small,small,"42,123,2026",3,preliminary,0.56939,0.5227233333333333,-0.04666666666666667,-20.67202758104585,0.002331914763848797,0.0,0.25
VisDrone2019-DET,best_recall,YOLOv12m,YOLO,v12,v12,medium,medium,medium,YOLOv8n,YOLO,v8,v8,nano,nano,nano,"42,123,2026",3,preliminary,0.56939,0.4724466666666667,-0.09694333333333333,-20.666566821148393,0.0023331429477472495,0.0,0.25
VisDrone2019-DET,best_recall,YOLOv12m,YOLO,v12,v12,medium,medium,medium,YOLOv8s,YOLO,v8,v8,small,small,small,"42,123,2026",3,preliminary,0.56939,0.53179,-0.03759999999999997,-20.508107899379013,0.002369208459392358,0.0,0.25
VisDrone2019-DET,best_recall,YOLOv12m,YOLO,v12,v12,medium,medium,medium,YOLOv9s,YOLO,v9,v9,small,small,small,"42,123,2026",3,preliminary,0.56939,0.5448033333333333,-0.024586666666666646,-8.816081789189665,0.012623055492672645,0.0,0.25
VisDrone2019-DET,best_F1,YOLOv12m,YOLO,v12,v12,medium,medium,medium,ProposedTop3-SE-yolo12m,YOLO,v12,v12,medium,medium,medium,42,1,preliminary,0.6138303558713101,0.6107693750101802,-0.003060980861129825,nan,nan,0.0,1.0
VisDrone2019-DET,best_F1,YOLOv12m,YOLO,v12,v12,medium,medium,medium,RT-DETR-L,RT-DETR,RT-DETR,,large,medium,medium,2026,1,preliminary,0.6109213735373391,0.5730142774471043,-0.03790709609023479,nan,nan,0.0,1.0
VisDrone2019-DET,best_F1,YOLOv12m,YOLO,v12,v12,medium,medium,medium,YOLOv10m,YOLO,v10,v10,medium,medium,medium,"42,123,2026",3,preliminary,0.6133048513601007,0.5971016779081006,-0.016203173452000064,-6.692627796450658,0.021604895175108132,0.0,0.25
VisDrone2019-DET,best_F1,YOLOv12m,YOLO,v12,v12,medium,medium,medium,YOLOv10n,YOLO,v10,v10,nano,nano,nano,"42,123,2026",3,preliminary,0.6133048513601007,0.5136395181913519,-0.09966533316874886,-119.51709882559999,6.999939922363614e-05,0.0,0.25
VisDrone2019-DET,best_F1,YOLOv12m,YOLO,v12,v12,medium,medium,medium,YOLOv10s,YOLO,v10,v10,small,small,small,"42,123,2026",3,preliminary,0.6133048513601007,0.5635384141802381,-0.04976643717986262,-27.095966431656006,0.0013592662174330373,0.0,0.25
