dataset,split,protocol,data_role,input,sequence,tracker,method,internal_method,parent_method,IDF1,delta_IDF1_vs_None,delta_IDF1_vs_parent,AssA,delta_AssA_vs_None,delta_AssA_vs_parent,IDSW,delta_IDSW_vs_None,delta_IDSW_vs_parent
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-5,bytetrack,P-G+V,path_g_full_reassign,P-G,66.21025406967898,3.240529438612498,-0.12171002586339341,67.7595359107043,2.2736774243842746,-0.02509010183054272,282,-85,6
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-5,deepocsort,None,no_refinement,None,83.90169819135718,0.0,0.0,81.2194112226694,0.0,0.0,13,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-5,deepocsort,v1,ace_v1,None,84.26066547010907,0.3589672787518907,0.3589672787518907,81.53865693942895,0.3192457167595535,0.3192457167595535,11,-2,-2
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-5,deepocsort,H,cost_h,None,84.26066547010907,0.3589672787518907,0.3589672787518907,81.5491673779749,0.3297561553055033,0.3297561553055033,11,-2,-2
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-5,deepocsort,H+V,cost_h_full_reassign,H,84.26066547010907,0.3589672787518907,0.0,81.5491673779749,0.3297561553055033,0.0,11,-2,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-5,deepocsort,P-G,path_g,None,84.26066547010907,0.3589672787518907,0.3589672787518907,81.5491673779749,0.3297561553055033,0.3297561553055033,11,-2,-2
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-5,deepocsort,P-G+V,path_g_full_reassign,P-G,84.26066547010907,0.3589672787518907,0.0,81.5491673779749,0.3297561553055033,0.0,11,-2,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-5,ocsort,None,no_refinement,None,63.46138613861386,0.0,0.0,73.62507183642151,0.0,0.0,169,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-5,ocsort,v1,ace_v1,None,64.66534653465347,1.203960396039605,1.203960396039605,74.69268057876103,1.067608742339516,1.067608742339516,131,-38,-38
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-5,ocsort,H,cost_h,None,64.90297029702971,1.44158415841585,1.44158415841585,74.64208193066204,1.0170100942405327,1.0170100942405327,102,-67,-67
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-5,ocsort,H+V,cost_h_full_reassign,H,64.93465346534654,1.4732673267326817,0.03168316831683171,74.66232959638921,1.0372577599677015,0.02024766572716885,107,-62,5
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-5,ocsort,P-G,path_g,None,64.90297029702971,1.44158415841585,1.44158415841585,74.63816660812275,1.0130947717012333,1.0130947717012333,104,-65,-65
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-5,ocsort,P-G+V,path_g_full_reassign,P-G,64.93465346534654,1.4732673267326817,0.03168316831683171,74.66232959638921,1.0372577599677015,0.024162988266468233,107,-62,3
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-1,bytetrack,None,no_refinement,None,50.88413607275177,0.0,0.0,47.459935869035576,0.0,0.0,658,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-1,bytetrack,v1,ace_v1,None,53.738632536207476,2.8544964634557033,2.8544964634557033,49.904857196945315,2.4449213279097393,2.4449213279097393,563,-95,-95
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-1,bytetrack,H,cost_h,None,54.277534523408555,3.3933984506567825,3.3933984506567825,50.110526210144904,2.6505903411093286,2.6505903411093286,491,-167,-167
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-1,bytetrack,H+V,cost_h_full_reassign,H,54.1007073088582,3.216571236106425,-0.17682721455035733,50.04452482720379,2.5845889581682115,-0.06600138294111701,505,-153,14
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-1,bytetrack,P-G,path_g,None,54.260693836308526,3.376557763556754,3.376557763556754,50.0747978246445,2.614861955608923,2.614861955608923,494,-164,-164
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-1,bytetrack,P-G+V,path_g_full_reassign,P-G,54.07544627820815,3.191310205456375,-0.18524755810037874,50.041388309994,2.5814524409584223,-0.03340951465050068,504,-154,10
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-1,deepocsort,None,no_refinement,None,75.45356241739756,0.0,0.0,77.0966807266176,0.0,0.0,52,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-1,deepocsort,v1,ace_v1,None,76.40674436301013,0.9531819456125703,0.9531819456125703,77.73110865963895,0.6344279330213425,0.6344279330213425,37,-15,-15
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-1,deepocsort,H,cost_h,None,76.62301253554408,1.1694501181465142,1.1694501181465142,77.90823825993346,0.8115575333158489,0.8115575333158489,37,-15,-15
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-1,deepocsort,H+V,cost_h_full_reassign,H,76.77520124954944,1.3216388321518764,0.15218871400536216,77.98674692300047,0.8900661963828611,0.07850866306701221,37,-15,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-1,deepocsort,P-G,path_g,None,76.59898273859585,1.1454203211982872,1.1454203211982872,77.88296464726989,0.7862839206522807,0.7862839206522807,36,-16,-16
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-1,deepocsort,P-G+V,path_g_full_reassign,P-G,76.77520124954944,1.3216388321518764,0.1762185109535892,77.98674692300047,0.8900661963828611,0.10378227573058041,37,-15,1
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-1,ocsort,None,no_refinement,None,53.089674277288765,0.0,0.0,57.95211226132678,0.0,0.0,334,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-1,ocsort,v1,ace_v1,None,55.386265135606095,2.2965908583173302,2.2965908583173302,60.418084255160174,2.465971993833392,2.465971993833392,259,-75,-75
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-1,ocsort,H,cost_h,None,55.752647334792904,2.6629730575041393,2.6629730575041393,60.4091804111876,2.4570681498608167,2.4570681498608167,223,-111,-111
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-1,ocsort,H+V,cost_h_full_reassign,H,55.55605200839998,2.4663777311112156,-0.19659532639292365,60.36045502876451,2.4083427674377305,-0.048725382423086216,236,-98,13
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-1,ocsort,P-G,path_g,None,55.672221973995796,2.5825476967070315,2.5825476967070315,60.39626070297598,2.4441484416491974,2.4441484416491974,225,-109,-109
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-1,ocsort,P-G+V,path_g_full_reassign,P-G,55.55605200839998,2.4663777311112156,-0.11616996559581594,60.36045502876451,2.4083427674377305,-0.035805674211466965,236,-98,11
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-10,bytetrack,None,no_refinement,None,68.66658792960907,0.0,0.0,54.87048900226091,0.0,0.0,151,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-10,bytetrack,v1,ace_v1,None,68.35951340498406,-0.3070745246250084,-0.3070745246250084,53.72896350185482,-1.1415255004060896,-1.1415255004060896,117,-34,-34
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-10,bytetrack,H,cost_h,None,70.36730837368607,1.7007204440770067,1.7007204440770067,54.52452433708655,-0.345964665174364,-0.345964665174364,113,-38,-38
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-10,bytetrack,H+V,cost_h_full_reassign,H,69.89488602810913,1.228298098500062,-0.47242234557694474,54.393695373268315,-0.4767936289925956,-0.13082896381823161,114,-37,1
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-10,bytetrack,P-G,path_g,None,70.08385496633991,1.4172670367308484,1.4172670367308484,54.470991608214845,-0.3994973940460653,-0.3994973940460653,110,-41,-41
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-10,bytetrack,P-G+V,path_g_full_reassign,P-G,69.87126491083028,1.204676981221212,-0.2125900555096365,54.38101024495283,-0.48947875730807766,-0.08998136326201234,113,-38,3
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-10,deepocsort,None,no_refinement,None,85.51407237219989,0.0,0.0,79.22393147105727,0.0,0.0,18,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-10,deepocsort,v1,ace_v1,None,87.21424468696152,1.7001723147616303,1.7001723147616303,79.7469449675406,0.5230134964833297,0.5230134964833297,12,-6,-6
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-10,deepocsort,H,cost_h,None,87.21424468696152,1.7001723147616303,1.7001723147616303,79.7469449675406,0.5230134964833297,0.5230134964833297,12,-6,-6
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-10,deepocsort,H+V,cost_h_full_reassign,H,86.34118322802988,0.8271108558299858,-0.8730614589316446,79.10672784139697,-0.1172036296602954,-0.6402171261436251,13,-5,1
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-10,deepocsort,P-G,path_g,None,87.21424468696152,1.7001723147616303,1.7001723147616303,79.7469449675406,0.5230134964833297,0.5230134964833297,12,-6,-6
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-10,deepocsort,P-G+V,path_g_full_reassign,P-G,86.34118322802988,0.8271108558299858,-0.8730614589316446,79.10672784139697,-0.1172036296602954,-0.6402171261436251,13,-5,1
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-10,ocsort,None,no_refinement,None,66.5018541409147,0.0,0.0,62.17703175653497,0.0,0.0,78,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-10,ocsort,v1,ace_v1,None,67.56489493201482,1.0630407911001214,1.0630407911001214,62.65376448772503,0.47673273119005444,0.47673273119005444,64,-14,-14
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-10,ocsort,H,cost_h,None,67.58961681087763,1.0877626699629275,1.0877626699629275,62.67514093299747,0.4981091764624992,0.4981091764624992,63,-15,-15
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-10,ocsort,H+V,cost_h_full_reassign,H,67.56489493201482,1.0630407911001214,-0.02472187886280608,62.67241189871251,0.4953801421775381,-0.002729034284961074,64,-14,1
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-10,ocsort,P-G,path_g,None,67.58961681087763,1.0877626699629275,1.0877626699629275,62.67514093299747,0.4981091764624992,0.4981091764624992,63,-15,-15
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-10,ocsort,P-G+V,path_g_full_reassign,P-G,67.56489493201482,1.0630407911001214,-0.02472187886280608,62.67241189871251,0.4953801421775381,-0.002729034284961074,64,-14,1
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-11,bytetrack,None,no_refinement,None,72.25557025129719,0.0,0.0,63.34326622976408,0.0,0.0,368,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-11,bytetrack,v1,ace_v1,None,74.41245294536576,2.156882694068571,2.156882694068571,64.75635155892422,1.4130853291601397,1.4130853291601397,317,-51,-51
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-11,bytetrack,H,cost_h,None,74.96184759385493,2.7062773425577404,2.7062773425577404,64.70401175860073,1.3607455288366452,1.3607455288366452,300,-68,-68
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-11,bytetrack,H+V,cost_h_full_reassign,H,74.7176721945264,2.4621019432292144,-0.24417539932852605,64.64509507241168,1.3018288426475948,-0.05891668618905044,302,-66,2
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-11,bytetrack,P-G,path_g,None,75.01271746871502,2.757147217417838,2.757147217417838,64.73436621344139,1.3910999836773073,1.3910999836773073,295,-73,-73
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-11,bytetrack,P-G+V,path_g_full_reassign,P-G,74.93132566893885,2.6757554176416676,-0.08139179977617061,64.69078855283277,1.347522323068688,-0.04357766060861934,299,-69,4
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-11,deepocsort,None,no_refinement,None,87.76504157032518,0.0,0.0,83.72989255499228,0.0,0.0,43,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-11,deepocsort,v1,ace_v1,None,89.1130024105869,1.3479608402617203,1.3479608402617203,84.07624385977059,0.34635130477830955,0.34635130477830955,28,-15,-15
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-11,deepocsort,H,cost_h,None,89.51640674964332,1.7513651793181424,1.7513651793181424,84.49228401563815,0.7623914606458726,0.7623914606458726,26,-17,-17
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-11,deepocsort,H+V,cost_h_full_reassign,H,89.42785457765532,1.6628130073301435,-0.08855217198799892,84.39716587850974,0.6672733235174633,-0.09511813712840933,27,-16,1
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-11,deepocsort,P-G,path_g,None,89.51640674964332,1.7513651793181424,1.7513651793181424,84.49228401563815,0.7623914606458726,0.7623914606458726,26,-17,-17
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-11,deepocsort,P-G+V,path_g_full_reassign,P-G,89.42785457765532,1.6628130073301435,-0.08855217198799892,84.39716587850974,0.6672733235174633,-0.09511813712840933,27,-16,1
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-11,ocsort,None,no_refinement,None,70.9424645770717,0.0,0.0,69.35421762002501,0.0,0.0,145,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-11,ocsort,v1,ace_v1,None,72.48819235723487,1.545727780163162,1.545727780163162,70.86394546716612,1.5097278471411073,1.5097278471411073,122,-23,-23
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-11,ocsort,H,cost_h,None,72.63847144697296,1.6960068699012538,1.6960068699012538,70.84172154687877,1.487503926853762,1.487503926853762,110,-35,-35
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-11,ocsort,H+V,cost_h_full_reassign,H,72.58480034349506,1.6423357664233578,-0.053671103477896054,70.9003675694776,1.5461499494525839,0.0586460225988219,113,-32,3
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-11,ocsort,P-G,path_g,None,72.63847144697296,1.6960068699012538,1.6960068699012538,70.89173405035127,1.5375164303262636,1.5375164303262636,114,-31,-31
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-11,ocsort,P-G+V,path_g_full_reassign,P-G,72.58480034349506,1.6423357664233578,-0.053671103477896054,70.88469355647716,1.5304759364521487,-0.007040493874114873,115,-30,1
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-12,bytetrack,None,no_refinement,None,79.04252610134964,0.0,0.0,77.85199319139758,0.0,0.0,9,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-12,bytetrack,v1,ace_v1,None,79.29717341482048,0.2546473134708407,0.2546473134708407,77.5121350289084,-0.339858162489179,-0.339858162489179,7,-2,-2
MMOT,test,official_detector,exposed exploratory retest,official detector,data37-12,bytetrack,H,cost_h,None,79.29717341482048,0.2546473134708407,0.2546473134708407,77.5121350289084,-0.339858162489179,-0.339858162489179,7,-2,-2
