dataset,protocol,family,sequence,class_or_modality,tracker,solver,candidate_edges,baseline_selected_edges,V_off_selected_edges,selected_pairs_identical
MMOT,oracle_aabb,confirmation38,data36-4,bike,deepocsort,path_constrained_greedy,2,2,2,True
MMOT,oracle_aabb,confirmation38,data36-4,car,deepocsort,path_constrained_greedy,9,7,7,True
MMOT,oracle_aabb,confirmation38,data36-4,pedestrian,deepocsort,path_constrained_greedy,135,55,55,True
MMOT,oracle_aabb,confirmation38,data36-4,awning-bike,ocsort,controlled_partial_hungarian,12,9,9,True
MMOT,oracle_aabb,confirmation38,data36-4,bike,ocsort,controlled_partial_hungarian,36,22,22,True
MMOT,oracle_aabb,confirmation38,data36-4,car,ocsort,controlled_partial_hungarian,31,26,26,True
MMOT,oracle_aabb,confirmation38,data36-4,pedestrian,ocsort,controlled_partial_hungarian,534,144,144,True
MMOT,oracle_aabb,confirmation38,data36-4,tricycle,ocsort,controlled_partial_hungarian,1,1,1,True
MMOT,oracle_aabb,confirmation38,data36-4,van,ocsort,controlled_partial_hungarian,1,1,1,True
MMOT,oracle_aabb,confirmation38,data36-4,awning-bike,ocsort,path_constrained_greedy,12,8,8,True
MMOT,oracle_aabb,confirmation38,data36-4,bike,ocsort,path_constrained_greedy,36,21,21,True
MMOT,oracle_aabb,confirmation38,data36-4,car,ocsort,path_constrained_greedy,31,26,26,True
MMOT,oracle_aabb,confirmation38,data36-4,pedestrian,ocsort,path_constrained_greedy,534,142,142,True
MMOT,oracle_aabb,confirmation38,data36-4,tricycle,ocsort,path_constrained_greedy,1,1,1,True
MMOT,oracle_aabb,confirmation38,data36-4,van,ocsort,path_constrained_greedy,1,1,1,True
MMOT,oracle_aabb,confirmation38,data36-5,awning-bike,bytetrack,controlled_partial_hungarian,7,7,7,True
MMOT,oracle_aabb,confirmation38,data36-5,bike,bytetrack,controlled_partial_hungarian,15,9,9,True
MMOT,oracle_aabb,confirmation38,data36-5,car,bytetrack,controlled_partial_hungarian,4,1,1,True
MMOT,oracle_aabb,confirmation38,data36-5,pedestrian,bytetrack,controlled_partial_hungarian,1367,234,234,True
MMOT,oracle_aabb,confirmation38,data36-5,tricycle,bytetrack,controlled_partial_hungarian,1,1,1,True
MMOT,oracle_aabb,confirmation38,data36-5,awning-bike,bytetrack,path_constrained_greedy,7,7,7,True
MMOT,oracle_aabb,confirmation38,data36-5,bike,bytetrack,path_constrained_greedy,15,9,9,True
MMOT,oracle_aabb,confirmation38,data36-5,car,bytetrack,path_constrained_greedy,4,1,1,True
MMOT,oracle_aabb,confirmation38,data36-5,pedestrian,bytetrack,path_constrained_greedy,1367,211,211,True
MMOT,oracle_aabb,confirmation38,data36-5,tricycle,bytetrack,path_constrained_greedy,1,1,1,True
MMOT,oracle_aabb,confirmation38,data36-5,bike,deepocsort,controlled_partial_hungarian,1,1,1,True
MMOT,oracle_aabb,confirmation38,data36-5,car,deepocsort,controlled_partial_hungarian,4,3,3,True
MMOT,oracle_aabb,confirmation38,data36-5,pedestrian,deepocsort,controlled_partial_hungarian,40,20,20,True
MMOT,oracle_aabb,confirmation38,data36-5,van,deepocsort,controlled_partial_hungarian,2,2,2,True
MMOT,oracle_aabb,confirmation38,data36-5,bike,deepocsort,path_constrained_greedy,1,1,1,True
MMOT,oracle_aabb,confirmation38,data36-5,car,deepocsort,path_constrained_greedy,4,3,3,True
MMOT,oracle_aabb,confirmation38,data36-5,pedestrian,deepocsort,path_constrained_greedy,40,20,20,True
MMOT,oracle_aabb,confirmation38,data36-5,van,deepocsort,path_constrained_greedy,2,2,2,True
MMOT,oracle_aabb,confirmation38,data36-5,awning-bike,ocsort,controlled_partial_hungarian,7,6,6,True
MMOT,oracle_aabb,confirmation38,data36-5,bike,ocsort,controlled_partial_hungarian,21,14,14,True
MMOT,oracle_aabb,confirmation38,data36-5,car,ocsort,controlled_partial_hungarian,9,9,9,True
MMOT,oracle_aabb,confirmation38,data36-5,pedestrian,ocsort,controlled_partial_hungarian,294,86,86,True
MMOT,oracle_aabb,confirmation38,data36-5,tricycle,ocsort,controlled_partial_hungarian,1,1,1,True
MMOT,oracle_aabb,confirmation38,data36-5,awning-bike,ocsort,path_constrained_greedy,7,6,6,True
MMOT,oracle_aabb,confirmation38,data36-5,bike,ocsort,path_constrained_greedy,21,14,14,True
MMOT,oracle_aabb,confirmation38,data36-5,car,ocsort,path_constrained_greedy,9,9,9,True
MMOT,oracle_aabb,confirmation38,data36-5,pedestrian,ocsort,path_constrained_greedy,294,86,86,True
MMOT,oracle_aabb,confirmation38,data36-5,tricycle,ocsort,path_constrained_greedy,1,1,1,True
MMOT,oracle_aabb,confirmation38,data37-1,awning-bike,bytetrack,controlled_partial_hungarian,2,2,2,True
MMOT,oracle_aabb,confirmation38,data37-1,bike,bytetrack,controlled_partial_hungarian,69,32,32,True
MMOT,oracle_aabb,confirmation38,data37-1,car,bytetrack,controlled_partial_hungarian,11,7,7,True
MMOT,oracle_aabb,confirmation38,data37-1,pedestrian,bytetrack,controlled_partial_hungarian,1455,373,373,True
MMOT,oracle_aabb,confirmation38,data37-1,tricycle,bytetrack,controlled_partial_hungarian,2,2,2,True
MMOT,oracle_aabb,confirmation38,data37-1,van,bytetrack,controlled_partial_hungarian,3,2,2,True
MMOT,oracle_aabb,confirmation38,data37-1,awning-bike,bytetrack,path_constrained_greedy,2,2,2,True
MMOT,oracle_aabb,confirmation38,data37-1,bike,bytetrack,path_constrained_greedy,69,30,30,True
MMOT,oracle_aabb,confirmation38,data37-1,car,bytetrack,path_constrained_greedy,11,7,7,True
MMOT,oracle_aabb,confirmation38,data37-1,pedestrian,bytetrack,path_constrained_greedy,1455,350,350,True
MMOT,oracle_aabb,confirmation38,data37-1,tricycle,bytetrack,path_constrained_greedy,2,2,2,True
MMOT,oracle_aabb,confirmation38,data37-1,van,bytetrack,path_constrained_greedy,3,2,2,True
MMOT,oracle_aabb,confirmation38,data37-1,car,deepocsort,controlled_partial_hungarian,1,1,1,True
MMOT,oracle_aabb,confirmation38,data37-1,pedestrian,deepocsort,controlled_partial_hungarian,84,40,40,True
MMOT,oracle_aabb,confirmation38,data37-1,car,deepocsort,path_constrained_greedy,1,1,1,True
MMOT,oracle_aabb,confirmation38,data37-1,pedestrian,deepocsort,path_constrained_greedy,84,40,40,True
MMOT,oracle_aabb,confirmation38,data37-1,awning-bike,ocsort,controlled_partial_hungarian,3,2,2,True
MMOT,oracle_aabb,confirmation38,data37-1,bike,ocsort,controlled_partial_hungarian,87,27,27,True
MMOT,oracle_aabb,confirmation38,data37-1,car,ocsort,controlled_partial_hungarian,12,9,9,True
MMOT,oracle_aabb,confirmation38,data37-1,pedestrian,ocsort,controlled_partial_hungarian,526,174,174,True
MMOT,oracle_aabb,confirmation38,data37-1,tricycle,ocsort,controlled_partial_hungarian,6,4,4,True
MMOT,oracle_aabb,confirmation38,data37-1,van,ocsort,controlled_partial_hungarian,2,2,2,True
MMOT,oracle_aabb,confirmation38,data37-1,awning-bike,ocsort,path_constrained_greedy,3,1,1,True
MMOT,oracle_aabb,confirmation38,data37-1,bike,ocsort,path_constrained_greedy,87,26,26,True
MMOT,oracle_aabb,confirmation38,data37-1,car,ocsort,path_constrained_greedy,12,9,9,True
MMOT,oracle_aabb,confirmation38,data37-1,pedestrian,ocsort,path_constrained_greedy,526,165,165,True
MMOT,oracle_aabb,confirmation38,data37-1,tricycle,ocsort,path_constrained_greedy,6,4,4,True
MMOT,oracle_aabb,confirmation38,data37-1,van,ocsort,path_constrained_greedy,2,2,2,True
MMOT,oracle_aabb,confirmation38,data37-10,bike,bytetrack,controlled_partial_hungarian,7,6,6,True
MMOT,oracle_aabb,confirmation38,data37-10,car,bytetrack,controlled_partial_hungarian,9,5,5,True
MMOT,oracle_aabb,confirmation38,data37-10,pedestrian,bytetrack,controlled_partial_hungarian,119,63,63,True
MMOT,oracle_aabb,confirmation38,data37-10,bike,bytetrack,path_constrained_greedy,7,6,6,True
MMOT,oracle_aabb,confirmation38,data37-10,car,bytetrack,path_constrained_greedy,9,5,5,True
MMOT,oracle_aabb,confirmation38,data37-10,pedestrian,bytetrack,path_constrained_greedy,119,63,63,True
MMOT,oracle_aabb,confirmation38,data37-10,bike,deepocsort,controlled_partial_hungarian,3,2,2,True
MMOT,oracle_aabb,confirmation38,data37-10,car,deepocsort,controlled_partial_hungarian,5,1,1,True
MMOT,oracle_aabb,confirmation38,data37-10,pedestrian,deepocsort,controlled_partial_hungarian,12,9,9,True
MMOT,oracle_aabb,confirmation38,data37-10,bike,deepocsort,path_constrained_greedy,3,2,2,True
MMOT,oracle_aabb,confirmation38,data37-10,car,deepocsort,path_constrained_greedy,5,1,1,True
MMOT,oracle_aabb,confirmation38,data37-10,pedestrian,deepocsort,path_constrained_greedy,12,9,9,True
MMOT,oracle_aabb,confirmation38,data37-10,bike,ocsort,controlled_partial_hungarian,2,2,2,True
MMOT,oracle_aabb,confirmation38,data37-10,car,ocsort,controlled_partial_hungarian,5,5,5,True
MMOT,oracle_aabb,confirmation38,data37-10,pedestrian,ocsort,controlled_partial_hungarian,17,12,12,True
MMOT,oracle_aabb,confirmation38,data37-10,bike,ocsort,path_constrained_greedy,2,2,2,True
MMOT,oracle_aabb,confirmation38,data37-10,car,ocsort,path_constrained_greedy,5,5,5,True
MMOT,oracle_aabb,confirmation38,data37-10,pedestrian,ocsort,path_constrained_greedy,17,12,12,True
MMOT,oracle_aabb,confirmation38,data37-11,bike,bytetrack,controlled_partial_hungarian,2,2,2,True
MMOT,oracle_aabb,confirmation38,data37-11,car,bytetrack,controlled_partial_hungarian,13,10,10,True
MMOT,oracle_aabb,confirmation38,data37-11,pedestrian,bytetrack,controlled_partial_hungarian,606,186,186,True
MMOT,oracle_aabb,confirmation38,data37-11,van,bytetrack,controlled_partial_hungarian,1,1,1,True
MMOT,oracle_aabb,confirmation38,data37-11,bike,bytetrack,path_constrained_greedy,2,2,2,True
MMOT,oracle_aabb,confirmation38,data37-11,car,bytetrack,path_constrained_greedy,13,10,10,True
MMOT,oracle_aabb,confirmation38,data37-11,pedestrian,bytetrack,path_constrained_greedy,606,176,176,True
MMOT,oracle_aabb,confirmation38,data37-11,van,bytetrack,path_constrained_greedy,1,1,1,True
MMOT,oracle_aabb,confirmation38,data37-11,awning-bike,deepocsort,controlled_partial_hungarian,1,1,1,True
MMOT,oracle_aabb,confirmation38,data37-11,pedestrian,deepocsort,controlled_partial_hungarian,22,15,15,True
MMOT,oracle_aabb,confirmation38,data37-11,awning-bike,deepocsort,path_constrained_greedy,1,1,1,True
MMOT,oracle_aabb,confirmation38,data37-11,pedestrian,deepocsort,path_constrained_greedy,22,15,15,True
MMOT,oracle_aabb,confirmation38,data37-11,awning-bike,ocsort,controlled_partial_hungarian,2,2,2,True
MMOT,oracle_aabb,confirmation38,data37-11,car,ocsort,controlled_partial_hungarian,17,12,12,True
MMOT,oracle_aabb,confirmation38,data37-11,pedestrian,ocsort,controlled_partial_hungarian,52,29,29,True
MMOT,oracle_aabb,confirmation38,data37-11,van,ocsort,controlled_partial_hungarian,3,3,3,True
MMOT,oracle_aabb,confirmation38,data37-11,awning-bike,ocsort,path_constrained_greedy,2,2,2,True
MMOT,oracle_aabb,confirmation38,data37-11,car,ocsort,path_constrained_greedy,17,12,12,True
MMOT,oracle_aabb,confirmation38,data37-11,pedestrian,ocsort,path_constrained_greedy,52,29,29,True
MMOT,oracle_aabb,confirmation38,data37-11,van,ocsort,path_constrained_greedy,3,3,3,True
MMOT,oracle_aabb,confirmation38,data37-12,pedestrian,bytetrack,controlled_partial_hungarian,6,5,5,True
MMOT,oracle_aabb,confirmation38,data37-12,pedestrian,bytetrack,path_constrained_greedy,6,5,5,True
MMOT,oracle_aabb,confirmation38,data37-12,pedestrian,ocsort,controlled_partial_hungarian,9,5,5,True
MMOT,oracle_aabb,confirmation38,data37-12,pedestrian,ocsort,path_constrained_greedy,9,5,5,True
MMOT,oracle_aabb,confirmation38,data37-2,awning-bike,bytetrack,controlled_partial_hungarian,3,2,2,True
MMOT,oracle_aabb,confirmation38,data37-2,pedestrian,bytetrack,controlled_partial_hungarian,880,162,162,True
MMOT,oracle_aabb,confirmation38,data37-2,awning-bike,bytetrack,path_constrained_greedy,3,2,2,True
MMOT,oracle_aabb,confirmation38,data37-2,pedestrian,bytetrack,path_constrained_greedy,880,151,151,True
MMOT,oracle_aabb,confirmation38,data37-2,awning-bike,deepocsort,controlled_partial_hungarian,4,4,4,True
MMOT,oracle_aabb,confirmation38,data37-2,pedestrian,deepocsort,controlled_partial_hungarian,76,23,23,True
MMOT,oracle_aabb,confirmation38,data37-2,awning-bike,deepocsort,path_constrained_greedy,4,4,4,True
MMOT,oracle_aabb,confirmation38,data37-2,pedestrian,deepocsort,path_constrained_greedy,76,23,23,True
MMOT,oracle_aabb,confirmation38,data37-2,awning-bike,ocsort,controlled_partial_hungarian,4,4,4,True
MMOT,oracle_aabb,confirmation38,data37-2,bike,ocsort,controlled_partial_hungarian,1,1,1,True
MMOT,oracle_aabb,confirmation38,data37-2,pedestrian,ocsort,controlled_partial_hungarian,964,164,164,True
MMOT,oracle_aabb,confirmation38,data37-2,awning-bike,ocsort,path_constrained_greedy,4,4,4,True
MMOT,oracle_aabb,confirmation38,data37-2,bike,ocsort,path_constrained_greedy,1,1,1,True
MMOT,oracle_aabb,confirmation38,data37-2,pedestrian,ocsort,path_constrained_greedy,964,156,156,True
MMOT,oracle_aabb,confirmation38,data39-1,pedestrian,bytetrack,controlled_partial_hungarian,240,41,41,True
MMOT,oracle_aabb,confirmation38,data39-1,pedestrian,bytetrack,path_constrained_greedy,240,39,39,True
MMOT,oracle_aabb,confirmation38,data39-1,pedestrian,deepocsort,controlled_partial_hungarian,31,9,9,True
MMOT,oracle_aabb,confirmation38,data39-1,pedestrian,deepocsort,path_constrained_greedy,31,9,9,True
MMOT,oracle_aabb,confirmation38,data39-1,pedestrian,ocsort,controlled_partial_hungarian,39,11,11,True
MMOT,oracle_aabb,confirmation38,data39-1,pedestrian,ocsort,path_constrained_greedy,39,10,10,True
MMOT,oracle_aabb,confirmation38,data39-2,pedestrian,bytetrack,controlled_partial_hungarian,80,21,21,True
MMOT,oracle_aabb,confirmation38,data39-2,pedestrian,bytetrack,path_constrained_greedy,80,21,21,True
MMOT,oracle_aabb,confirmation38,data39-2,pedestrian,deepocsort,controlled_partial_hungarian,4,3,3,True
MMOT,oracle_aabb,confirmation38,data39-2,pedestrian,deepocsort,path_constrained_greedy,4,3,3,True
MMOT,oracle_aabb,confirmation38,data39-2,pedestrian,ocsort,controlled_partial_hungarian,16,9,9,True
MMOT,oracle_aabb,confirmation38,data39-2,pedestrian,ocsort,path_constrained_greedy,16,9,9,True
MMOT,oracle_aabb,confirmation38,data39-3,pedestrian,bytetrack,controlled_partial_hungarian,179,73,73,True
MMOT,oracle_aabb,confirmation38,data39-3,pedestrian,bytetrack,path_constrained_greedy,179,69,69,True
MMOT,oracle_aabb,confirmation38,data39-3,pedestrian,deepocsort,controlled_partial_hungarian,10,9,9,True
MMOT,oracle_aabb,confirmation38,data39-3,pedestrian,deepocsort,path_constrained_greedy,10,9,9,True
MMOT,oracle_aabb,confirmation38,data39-3,pedestrian,ocsort,controlled_partial_hungarian,63,25,25,True
MMOT,oracle_aabb,confirmation38,data39-3,pedestrian,ocsort,path_constrained_greedy,63,25,25,True
MMOT,oracle_aabb,confirmation38,data39-6,pedestrian,bytetrack,controlled_partial_hungarian,463,88,88,True
MMOT,oracle_aabb,confirmation38,data39-6,pedestrian,bytetrack,path_constrained_greedy,463,80,80,True
MMOT,oracle_aabb,confirmation38,data39-6,pedestrian,deepocsort,controlled_partial_hungarian,7,4,4,True
MMOT,oracle_aabb,confirmation38,data39-6,pedestrian,deepocsort,path_constrained_greedy,7,4,4,True
MMOT,oracle_aabb,confirmation38,data39-6,pedestrian,ocsort,controlled_partial_hungarian,101,34,34,True
MMOT,oracle_aabb,confirmation38,data39-6,pedestrian,ocsort,path_constrained_greedy,101,33,33,True
MMOT,oracle_aabb,confirmation38,data40-3,bike,bytetrack,controlled_partial_hungarian,1,1,1,True
MMOT,oracle_aabb,confirmation38,data40-3,pedestrian,bytetrack,controlled_partial_hungarian,11,7,7,True
MMOT,oracle_aabb,confirmation38,data40-3,bike,bytetrack,path_constrained_greedy,1,1,1,True
MMOT,oracle_aabb,confirmation38,data40-3,pedestrian,bytetrack,path_constrained_greedy,11,7,7,True
MMOT,oracle_aabb,confirmation38,data40-3,bike,deepocsort,controlled_partial_hungarian,6,4,4,True
MMOT,oracle_aabb,confirmation38,data40-3,car,deepocsort,controlled_partial_hungarian,5,5,5,True
MMOT,oracle_aabb,confirmation38,data40-3,pedestrian,deepocsort,controlled_partial_hungarian,16,12,12,True
MMOT,oracle_aabb,confirmation38,data40-3,bike,deepocsort,path_constrained_greedy,6,4,4,True
MMOT,oracle_aabb,confirmation38,data40-3,car,deepocsort,path_constrained_greedy,5,5,5,True
MMOT,oracle_aabb,confirmation38,data40-3,pedestrian,deepocsort,path_constrained_greedy,16,12,12,True
MMOT,oracle_aabb,confirmation38,data40-3,bike,ocsort,controlled_partial_hungarian,6,4,4,True
MMOT,oracle_aabb,confirmation38,data40-3,car,ocsort,controlled_partial_hungarian,13,8,8,True
MMOT,oracle_aabb,confirmation38,data40-3,pedestrian,ocsort,controlled_partial_hungarian,34,16,16,True
MMOT,oracle_aabb,confirmation38,data40-3,bike,ocsort,path_constrained_greedy,6,4,4,True
MMOT,oracle_aabb,confirmation38,data40-3,car,ocsort,path_constrained_greedy,13,8,8,True
MMOT,oracle_aabb,confirmation38,data40-3,pedestrian,ocsort,path_constrained_greedy,34,16,16,True
MMOT,oracle_aabb,confirmation38,data40-4,pedestrian,bytetrack,controlled_partial_hungarian,650,157,157,True
MMOT,oracle_aabb,confirmation38,data40-4,pedestrian,bytetrack,path_constrained_greedy,650,146,146,True
MMOT,oracle_aabb,confirmation38,data40-4,pedestrian,deepocsort,controlled_partial_hungarian,7,3,3,True
MMOT,oracle_aabb,confirmation38,data40-4,pedestrian,deepocsort,path_constrained_greedy,7,3,3,True
MMOT,oracle_aabb,confirmation38,data40-4,pedestrian,ocsort,controlled_partial_hungarian,554,130,130,True
MMOT,oracle_aabb,confirmation38,data40-4,pedestrian,ocsort,path_constrained_greedy,554,126,126,True
MMOT,oracle_aabb,confirmation38,data40-5,car,bytetrack,controlled_partial_hungarian,9,8,8,True
MMOT,oracle_aabb,confirmation38,data40-5,pedestrian,bytetrack,controlled_partial_hungarian,155,70,70,True
MMOT,oracle_aabb,confirmation38,data40-5,truck,bytetrack,controlled_partial_hungarian,1,1,1,True
MMOT,oracle_aabb,confirmation38,data40-5,car,bytetrack,path_constrained_greedy,9,8,8,True
MMOT,oracle_aabb,confirmation38,data40-5,pedestrian,bytetrack,path_constrained_greedy,155,67,67,True
MMOT,oracle_aabb,confirmation38,data40-5,truck,bytetrack,path_constrained_greedy,1,1,1,True
MMOT,oracle_aabb,confirmation38,data40-5,bike,deepocsort,controlled_partial_hungarian,3,2,2,True
MMOT,oracle_aabb,confirmation38,data40-5,pedestrian,deepocsort,controlled_partial_hungarian,28,20,20,True
MMOT,oracle_aabb,confirmation38,data40-5,bike,deepocsort,path_constrained_greedy,3,2,2,True
MMOT,oracle_aabb,confirmation38,data40-5,pedestrian,deepocsort,path_constrained_greedy,28,20,20,True
MMOT,oracle_aabb,confirmation38,data40-5,bike,ocsort,controlled_partial_hungarian,3,2,2,True
MMOT,oracle_aabb,confirmation38,data40-5,car,ocsort,controlled_partial_hungarian,10,9,9,True
MMOT,oracle_aabb,confirmation38,data40-5,pedestrian,ocsort,controlled_partial_hungarian,38,16,16,True
MMOT,oracle_aabb,confirmation38,data40-5,truck,ocsort,controlled_partial_hungarian,1,1,1,True
MMOT,oracle_aabb,confirmation38,data40-5,bike,ocsort,path_constrained_greedy,3,2,2,True
MMOT,oracle_aabb,confirmation38,data40-5,car,ocsort,path_constrained_greedy,10,9,9,True
MMOT,oracle_aabb,confirmation38,data40-5,pedestrian,ocsort,path_constrained_greedy,38,16,16,True
MMOT,oracle_aabb,confirmation38,data40-5,truck,ocsort,path_constrained_greedy,1,1,1,True
MMOT,oracle_aabb,confirmation38,data41-1,bus,bytetrack,controlled_partial_hungarian,1,1,1,True
MMOT,oracle_aabb,confirmation38,data41-1,bus,bytetrack,path_constrained_greedy,1,1,1,True
MMOT,oracle_aabb,confirmation38,data41-1,bike,deepocsort,controlled_partial_hungarian,2,2,2,True
MMOT,oracle_aabb,confirmation38,data41-1,car,deepocsort,controlled_partial_hungarian,5,5,5,True
MMOT,oracle_aabb,confirmation38,data41-1,pedestrian,deepocsort,controlled_partial_hungarian,2,2,2,True
MMOT,oracle_aabb,confirmation38,data41-1,bike,deepocsort,path_constrained_greedy,2,2,2,True
MMOT,oracle_aabb,confirmation38,data41-1,car,deepocsort,path_constrained_greedy,5,5,5,True
MMOT,oracle_aabb,confirmation38,data41-1,pedestrian,deepocsort,path_constrained_greedy,2,2,2,True
MMOT,oracle_aabb,confirmation38,data41-1,bike,ocsort,controlled_partial_hungarian,2,2,2,True
MMOT,oracle_aabb,confirmation38,data41-1,bus,ocsort,controlled_partial_hungarian,1,1,1,True
MMOT,oracle_aabb,confirmation38,data41-1,car,ocsort,controlled_partial_hungarian,10,8,8,True
MMOT,oracle_aabb,confirmation38,data41-1,pedestrian,ocsort,controlled_partial_hungarian,2,2,2,True
MMOT,oracle_aabb,confirmation38,data41-1,bike,ocsort,path_constrained_greedy,2,2,2,True
MMOT,oracle_aabb,confirmation38,data41-1,bus,ocsort,path_constrained_greedy,1,1,1,True
MMOT,oracle_aabb,confirmation38,data41-1,car,ocsort,path_constrained_greedy,10,8,8,True
MMOT,oracle_aabb,confirmation38,data41-1,pedestrian,ocsort,path_constrained_greedy,2,2,2,True
MMOT,oracle_aabb,confirmation38,data42-1,bike,bytetrack,controlled_partial_hungarian,5,5,5,True
MMOT,oracle_aabb,confirmation38,data42-1,car,bytetrack,controlled_partial_hungarian,8,5,5,True
MMOT,oracle_aabb,confirmation38,data42-1,pedestrian,bytetrack,controlled_partial_hungarian,171,68,68,True
MMOT,oracle_aabb,confirmation38,data42-1,van,bytetrack,controlled_partial_hungarian,2,2,2,True
MMOT,oracle_aabb,confirmation38,data42-1,bike,bytetrack,path_constrained_greedy,5,5,5,True
MMOT,oracle_aabb,confirmation38,data42-1,car,bytetrack,path_constrained_greedy,8,5,5,True
MMOT,oracle_aabb,confirmation38,data42-1,pedestrian,bytetrack,path_constrained_greedy,171,66,66,True
MMOT,oracle_aabb,confirmation38,data42-1,van,bytetrack,path_constrained_greedy,2,2,2,True
MMOT,oracle_aabb,confirmation38,data42-1,bike,deepocsort,controlled_partial_hungarian,3,2,2,True
MMOT,oracle_aabb,confirmation38,data42-1,car,deepocsort,controlled_partial_hungarian,12,7,7,True
MMOT,oracle_aabb,confirmation38,data42-1,pedestrian,deepocsort,controlled_partial_hungarian,94,45,45,True
MMOT,oracle_aabb,confirmation38,data42-1,bike,deepocsort,path_constrained_greedy,3,2,2,True
MMOT,oracle_aabb,confirmation38,data42-1,car,deepocsort,path_constrained_greedy,12,7,7,True
MMOT,oracle_aabb,confirmation38,data42-1,pedestrian,deepocsort,path_constrained_greedy,94,45,45,True
MMOT,oracle_aabb,confirmation38,data42-1,bike,ocsort,controlled_partial_hungarian,5,4,4,True
MMOT,oracle_aabb,confirmation38,data42-1,car,ocsort,controlled_partial_hungarian,28,22,22,True
MMOT,oracle_aabb,confirmation38,data42-1,pedestrian,ocsort,controlled_partial_hungarian,57,31,31,True
MMOT,oracle_aabb,confirmation38,data42-1,van,ocsort,controlled_partial_hungarian,2,2,2,True
MMOT,oracle_aabb,confirmation38,data42-1,bike,ocsort,path_constrained_greedy,5,4,4,True
MMOT,oracle_aabb,confirmation38,data42-1,car,ocsort,path_constrained_greedy,28,22,22,True
MMOT,oracle_aabb,confirmation38,data42-1,pedestrian,ocsort,path_constrained_greedy,57,31,31,True
MMOT,oracle_aabb,confirmation38,data42-1,van,ocsort,path_constrained_greedy,2,2,2,True
MMOT,oracle_aabb,confirmation38,data42-2,bike,bytetrack,controlled_partial_hungarian,7,6,6,True
MMOT,oracle_aabb,confirmation38,data42-2,pedestrian,bytetrack,controlled_partial_hungarian,64,37,37,True
MMOT,oracle_aabb,confirmation38,data42-2,bike,bytetrack,path_constrained_greedy,7,6,6,True
MMOT,oracle_aabb,confirmation38,data42-2,pedestrian,bytetrack,path_constrained_greedy,64,36,36,True
MMOT,oracle_aabb,confirmation38,data42-2,bike,deepocsort,controlled_partial_hungarian,3,2,2,True
MMOT,oracle_aabb,confirmation38,data42-2,car,deepocsort,controlled_partial_hungarian,2,2,2,True
MMOT,oracle_aabb,confirmation38,data42-2,pedestrian,deepocsort,controlled_partial_hungarian,33,25,25,True
MMOT,oracle_aabb,confirmation38,data42-2,bike,deepocsort,path_constrained_greedy,3,2,2,True
MMOT,oracle_aabb,confirmation38,data42-2,car,deepocsort,path_constrained_greedy,2,2,2,True
MMOT,oracle_aabb,confirmation38,data42-2,pedestrian,deepocsort,path_constrained_greedy,33,25,25,True
MMOT,oracle_aabb,confirmation38,data42-2,bike,ocsort,controlled_partial_hungarian,2,2,2,True
MMOT,oracle_aabb,confirmation38,data42-2,car,ocsort,controlled_partial_hungarian,2,2,2,True
MMOT,oracle_aabb,confirmation38,data42-2,pedestrian,ocsort,controlled_partial_hungarian,67,31,31,True
MMOT,oracle_aabb,confirmation38,data42-2,bike,ocsort,path_constrained_greedy,2,2,2,True
MMOT,oracle_aabb,confirmation38,data42-2,car,ocsort,path_constrained_greedy,2,2,2,True
MMOT,oracle_aabb,confirmation38,data42-2,pedestrian,ocsort,path_constrained_greedy,67,31,31,True
MMOT,oracle_aabb,confirmation38,data42-3,bike,bytetrack,controlled_partial_hungarian,2,1,1,True
MMOT,oracle_aabb,confirmation38,data42-3,pedestrian,bytetrack,controlled_partial_hungarian,117,15,15,True
MMOT,oracle_aabb,confirmation38,data42-3,bike,bytetrack,path_constrained_greedy,2,1,1,True
MMOT,oracle_aabb,confirmation38,data42-3,pedestrian,bytetrack,path_constrained_greedy,117,15,15,True
MMOT,oracle_aabb,confirmation38,data42-3,bike,deepocsort,controlled_partial_hungarian,2,2,2,True
MMOT,oracle_aabb,confirmation38,data42-3,car,deepocsort,controlled_partial_hungarian,2,2,2,True
MMOT,oracle_aabb,confirmation38,data42-3,pedestrian,deepocsort,controlled_partial_hungarian,3,3,3,True
MMOT,oracle_aabb,confirmation38,data42-3,bike,deepocsort,path_constrained_greedy,2,2,2,True
MMOT,oracle_aabb,confirmation38,data42-3,car,deepocsort,path_constrained_greedy,2,2,2,True
MMOT,oracle_aabb,confirmation38,data42-3,pedestrian,deepocsort,path_constrained_greedy,3,3,3,True
MMOT,oracle_aabb,confirmation38,data42-3,bike,ocsort,controlled_partial_hungarian,7,6,6,True
MMOT,oracle_aabb,confirmation38,data42-3,car,ocsort,controlled_partial_hungarian,6,5,5,True
MMOT,oracle_aabb,confirmation38,data42-3,pedestrian,ocsort,controlled_partial_hungarian,51,24,24,True
MMOT,oracle_aabb,confirmation38,data42-3,bike,ocsort,path_constrained_greedy,7,6,6,True
MMOT,oracle_aabb,confirmation38,data42-3,car,ocsort,path_constrained_greedy,6,5,5,True
MMOT,oracle_aabb,confirmation38,data42-3,pedestrian,ocsort,path_constrained_greedy,51,23,23,True
MMOT,oracle_aabb,confirmation38,data46-11,awning-bike,bytetrack,controlled_partial_hungarian,5,3,3,True
MMOT,oracle_aabb,confirmation38,data46-11,bike,bytetrack,controlled_partial_hungarian,194,55,55,True
